Pokemon,X,Y,Z
Slowpoke,894,706,7
Florges,2318,706,7
Cleffa,555,707,7
Cleffa,562,707,7
Krabby,906,707,7
Florges,2309,707,7
Florges,2323,707,7
Cleffa,584,708,7
Igglybuff,607,708,7
Igglybuff,612,708,7
Igglybuff,621,708,7
Igglybuff,633,708,7
Cleffa,572,709,7
Igglybuff,640,709,7
Cleffa,578,711,7
Igglybuff,626,711,7
Slowpoke,897,711,7
Cleffa,559,713,7
Igglybuff,605,713,7
Igglybuff,631,713,7
Igglybuff,647,713,7
Cleffa,584,714,7
Igglybuff,609,714,7
Igglybuff,639,714,7
Cleffa,577,715,7
Igglybuff,653,715,7
Igglybuff,645,716,7
Igglybuff,636,717,7
Krabby,904,717,7
Cleffa,555,718,7
Cleffa,579,718,7
Cleffa,585,719,7
Igglybuff,608,719,7
Slowpoke,891,719,7
Krabby,899,719,7
Cleffa,562,720,7
Igglybuff,613,720,7
Igglybuff,650,720,7
Igglybuff,658,720,7
Igglybuff,634,721,7
Igglybuff,665,721,7
Cleffa,547,722,7
Igglybuff,656,723,7
Diglett,1129,723,7
Diglett,1152,723,7
Cleffa,553,724,7
Cleffa,584,724,7
Slowpoke,779,724,7
Cleffa,558,725,7
Igglybuff,640,725,7
Igglybuff,660,725,7
Igglybuff,612,726,7
Cleffa,543,727,7
Igglybuff,618,727,7
Igglybuff,637,727,7
Krabby,769,727,7
Vikavolt,2505,727,7
Slowpoke,890,728,7
Cleffa,570,729,7
Cleffa,583,729,7
Cleffa,589,729,7
Igglybuff,667,729,7
Cleffa,547,730,7
Cleffa,563,730,7
Cleffa,576,730,7
Igglybuff,661,730,7
Vikavolt,2510,730,7
Igglybuff,643,731,7
Slowpoke,783,731,7
Slowpoke,790,731,7
Krabby,1029,731,7
Krabby,898,732,7
Krabby,1018,732,7
Diglett,1169,732,7
Cleffa,568,733,7
Igglybuff,611,733,7
Igglybuff,616,733,7
Kingler,1007,733,7
Vikavolt,2503,733,7
Cleffa,558,734,7
Cleffa,573,734,7
Cleffa,584,734,7
Cleffa,549,735,7
Igglybuff,657,735,7
Igglybuff,662,735,7
Slowpoke,824,735,7
Krabby,985,735,7
Krabby,995,735,7
Vikavolt,2509,735,7
Cleffa,545,736,7
Cleffa,562,736,7
Cleffa,579,736,7
Igglybuff,651,736,7
Slowpoke,810,736,7
Slowpoke,860,736,7
Slowpoke,886,736,7
Vikavolt,2498,736,7
Igglybuff,642,737,7
Slowpoke,837,737,7
Cleffa,555,738,7
Igglybuff,607,738,7
Igglybuff,646,739,7
Slowpoke,791,739,7
Slowpoke,848,739,7
Slowpoke,867,739,7
Igglybuff,654,740,7
Diglett,1138,740,7
Slowpoke,802,741,7
Diglett,1144,741,7
Diglett,1149,741,7
Dragapult,2384,741,7
Dragapult,2392,741,7
Vikavolt,2495,741,7
Vikavolt,2512,741,7
Igglybuff,638,742,7
Slowpoke,879,742,7
Krabby,1036,742,7
Diglett,1099,742,7
Diglett,1128,742,7
Vikavolt,2489,742,7
Igglybuff,612,743,7
Igglybuff,619,743,7
Slowpoke,820,743,7
Slowpoke,844,743,7
Slowpoke,856,743,7
Krabby,1014,743,7
Diglett,1134,743,7
Sandshrew,1178,743,7
Dragapult,2373,743,7
Vikavolt,2520,743,7
Vikavolt,2538,743,7
Igglybuff,629,744,7
Slowpoke,886,744,7
Krabby,1004,744,7
Diglett,1123,744,7
Elekid,1330,744,7
Vikavolt,2483,744,7
Vikavolt,2507,744,7
Igglybuff,644,745,7
Slowpoke,812,745,7
Slowpoke,831,745,7
Diglett,1150,745,7
Dragapult,2395,745,7
Vikavolt,2502,745,7
Vikavolt,2528,745,7
Igglybuff,626,746,7
Igglybuff,638,746,7
Zubat,993,746,7
Krabby,1059,746,7
Diglett,1143,746,7
Dragapult,2380,746,7
Vikavolt,2476,746,7
Vikavolt,2496,746,7
Vikavolt,2514,746,7
Vikavolt,2534,746,7
Igglybuff,620,747,7
Igglybuff,633,747,7
Diglett,1119,747,7
Cubone,1171,747,7
Dragapult,2367,747,7
Dragapult,2387,747,7
Dragapult,2401,747,7
Vikavolt,2491,747,7
Slowpoke,861,748,7
Slowpoke,878,748,7
Diglett,1126,748,7
Diglett,1133,748,7
Elekid,1339,748,7
Dragapult,2375,748,7
Vikavolt,2521,748,7
Kingler,1046,749,7
Diglett,1157,749,7
Vikavolt,2481,749,7
Vikavolt,2510,749,7
Igglybuff,644,750,7
Diglett,1152,750,7
Electabuzz,1307,750,7
Vikavolt,2475,750,7
Vikavolt,2541,750,7
Igglybuff,650,751,7
Krabby,887,751,7
Vikavolt,2536,751,7
Igglybuff,656,752,7
Krabby,797,752,7
Krabby,881,752,7
Krabby,1025,752,7
Diglett,1117,752,7
Diglett,1124,752,7
Dragapult,2372,752,7
Dragapult,2406,752,7
Krabby,805,753,7
Krabby,865,753,7
Diglett,1100,753,7
Sandshrew,1169,753,7
Elekid,1318,753,7
Electabuzz,1334,753,7
Dragapult,2367,753,7
Vikavolt,2480,753,7
Igglybuff,650,754,7
Krabby,1015,754,7
Clefable,496,755,7
Krabby,885,755,7
Krabby,935,755,7
Dragapult,2411,755,7
Zubat,995,756,7
Diglett,1160,756,7
Diglett,1167,756,7
Elekid,1301,756,7
Electabuzz,1313,756,7
Dragapult,2353,756,7
Vikavolt,2508,756,7
Vikavolt,2525,756,7
Rhyhorn,428,757,7
Elekid,1326,757,7
Vikavolt,2534,757,7
Cleffa,499,758,7
Krabby,948,758,7
Diglett,1117,758,7
Elekid,1339,758,7
Dragapult,2369,758,7
Vikavolt,2479,758,7
Krabby,1057,759,7
Dragapult,2359,759,7
Dragapult,2408,759,7
Vikavolt,2529,759,7
Clefairy,496,760,7
Krabby,922,760,7
Diglett,1121,760,7
Elekid,1304,760,7
Elekid,1321,760,7
Dragapult,2321,760,7
Dragapult,2340,760,7
Dragapult,2348,760,7
Vikavolt,2484,760,7
Vikavolt,2490,760,7
Vikavolt,2503,760,7
Rhyhorn,422,761,7
Rhyhorn,436,761,7
Diglett,1158,761,7
Dragapult,2316,761,7
Dragapult,2355,761,7
Dragapult,2403,761,7
Diglett,1163,762,7
Elekid,1332,762,7
Dragapult,2332,762,7
Vikavolt,2521,762,7
Vikavolt,2535,762,7
Elekid,1352,763,7
Dragapult,2367,763,7
Vikavolt,2494,763,7
Rhyhorn,414,764,7
Diglett,1099,764,7
Electabuzz,1298,764,7
Outland Houndoom,1920,764,7
Dragapult,2325,764,7
Dragapult,2343,764,7
Dragapult,2362,764,7
Vikavolt,2480,764,7
Vikavolt,2502,764,7
Vikavolt,2516,764,7
Vikavolt,2530,764,7
Rhyhorn,428,765,7
Diglett,1154,765,7
Outland Houndoom,1904,765,7
Dragapult,2320,765,7
Vikavolt,2509,765,7
Elekid,1344,766,7
Dragapult,2336,766,7
Dragapult,2400,766,7
Vikavolt,2487,766,7
Rhyhorn,438,767,7
Rhyhorn,470,767,7
Elekid,1336,767,7
Outland Houndoom,1915,767,7
Outland Houndoom,1929,767,7
Dragapult,2369,767,7
Rhyhorn,406,768,7
Rhyhorn,458,768,7
Rhyhorn,483,768,7
Diglett,1101,768,7
Diglett,1119,768,7
Diglett,1123,768,7
Diglett,1137,768,7
Diglett,1150,768,7
Diglett,1160,768,7
Electabuzz,1356,768,7
Rhyhorn,416,769,7
Rhyhorn,449,769,7
Diglett,1144,769,7
Elekid,1300,769,7
Outland Houndoom,1911,769,7
Dragapult,2315,769,7
Dragapult,2342,769,7
Dragapult,2363,769,7
Vikavolt,2482,769,7
Vikavolt,2505,769,7
Rhyhorn,465,770,7
Rhyhorn,491,770,7
Elekid,1327,770,7
Dragapult,2405,770,7
Vikavolt,2533,770,7
Rhyhorn,476,771,7
Diglett,1104,771,7
Diglett,1131,771,7
Outland Noctowl,1834,771,7
Outland Noctowl,1841,771,7
Dragapult,2372,771,7
Diglett,1113,772,7
Diglett,1155,772,7
Electabuzz,1334,772,7
Elekid,1361,772,7
Dragapult,2310,772,7
Dragapult,2357,772,7
Dragapult,2383,772,7
Dragapult,2397,772,7
Diglett,1108,773,7
Diglett,1118,773,7
Diglett,1124,773,7
Diglett,1145,773,7
Diglett,1164,773,7
Outland Houndoom,1932,773,7
Dragapult,2345,773,7
Rhyhorn,445,774,7
Krabby,918,774,7
Diglett,1135,774,7
Electabuzz,1346,774,7
Outland Houndoom,1902,774,7
Dragapult,2303,774,7
Dragapult,2377,774,7
Dragapult,2390,774,7
Vikavolt,2491,774,7
Rhyhorn,410,775,7
Rhyhorn,485,775,7
Diglett,1161,775,7
Electabuzz,1299,775,7
Outland Noctowl,1845,775,7
Dragapult,2403,775,7
Vikavolt,2507,775,7
Vikavolt,2535,775,7
Rhyhorn,469,776,7
Elekid,1328,776,7
Outland Noctowl,1830,776,7
Outland Houndoom,1921,776,7
Diglett,1109,777,7
Outland Noctowl,1839,777,7
Outland Houndoom,1935,777,7
Dragapult,2356,777,7
Dragapult,2396,777,7
Vikavolt,2494,777,7
Rhyhorn,477,778,7
Elekid,1305,778,7
Electabuzz,1320,778,7
Outland Houndoom,1898,778,7
Dragapult,2379,778,7
Dragapult,2388,778,7
Vikavolt,2488,778,7
Rhyhorn,443,779,7
Diglett,1168,779,7
Elekid,1349,779,7
Dragapult,2308,779,7
Dragapult,2350,779,7
Vikavolt,2498,779,7
Vikavolt,2503,779,7
Diglett,1115,780,7
Outland Noctowl,1835,780,7
Outland Houndoom,1912,780,7
Outland Houndoom,1922,780,7
Vikavolt,2520,780,7
Vikavolt,2537,780,7
Rhyhorn,430,781,7
Krabby,928,781,7
Krabby,952,781,7
Diglett,1163,781,7
Outland Noctowl,1844,781,7
Outland Houndoom,1925,781,7
Dragapult,2302,781,7
Vikavolt,2490,781,7
Vikavolt,2513,781,7
Vikavolt,2527,781,7
Vikavolt,2533,781,7
Zubat,542,782,7
Diglett,1109,782,7
Elekid,1311,782,7
Outland Noctowl,1839,782,7
Dragapult,2356,782,7
Outland Noctowl,1812,783,7
Dragapult,2394,783,7
Vikavolt,2542,783,7
Rhyhorn,406,784,7
Krabby,941,784,7
Outland Noctowl,1806,784,7
Dragapult,2308,784,7
Vikavolt,2495,784,7
Vikavolt,2501,784,7
Vikavolt,2520,784,7
Vikavolt,2526,784,7
Rhyhorn,437,785,7
Elekid,1323,785,7
Electabuzz,1347,785,7
Outland Houndoom,1901,785,7
Dragapult,2348,785,7
Diglett,1111,786,7
Diglett,1167,786,7
Outland Noctowl,1817,786,7
Outland Houndoom,1918,786,7
Outland Houndoom,1938,786,7
Dragapult,2390,786,7
Vikavolt,2536,786,7
Zubat,536,787,7
Elekid,1302,787,7
Electabuzz,1355,787,7
Outland Noctowl,1812,787,7
Vikavolt,2514,787,7
Rhydon,411,788,7
Rhydon,423,788,7
Zubat,550,788,7
Diglett,1163,788,7
Elekid,1342,788,7
Elekid,1350,788,7
Outland Noctowl,1804,788,7
Outland Houndoom,1903,788,7
Outland Houndoom,1922,788,7
Dragapult,2353,788,7
Rhydon,399,789,7
Outland Noctowl,1814,789,7
Dragapult,2312,789,7
Outland Noctowl,1809,790,7
Vikavolt,2502,790,7
Vikavolt,2507,790,7
Zubat,558,791,7
Diglett,1105,791,7
Electabuzz,1311,791,7
Dragapult,2347,791,7
Zubat,537,792,7
Electabuzz,1358,792,7
Dragapult,2370,792,7
Dragapult,2391,792,7
Rhyhorn,405,793,7
Outland Houndoom,1914,793,7
Outland Houndoom,1936,793,7
Dragapult,2316,793,7
Diglett,1166,794,7
Sandshrew,1187,794,7
Elekid,1323,794,7
Electabuzz,1343,794,7
Electabuzz,1349,794,7
Rhyhorn,417,795,7
Rhydon,423,795,7
Zubat,529,795,7
Dragapult,2321,795,7
Dragapult,2379,795,7
Vikavolt,2503,795,7
Rhyhorn,397,796,7
Diglett,1162,796,7
Electabuzz,1329,796,7
Electabuzz,1353,796,7
Dragapult,2344,796,7
Dragapult,2387,796,7
Diglett,1099,797,7
Elekid,1312,797,7
Outland Houndoom,1919,797,7
Outland Houndoom,1931,797,7
Dragapult,2362,797,7
Dragapult,2375,797,7
Zubat,523,798,7
Zubat,557,798,7
Zubat,563,798,7
Diglett,1105,798,7
Electabuzz,1337,798,7
Dragapult,2369,798,7
Zubat,536,799,7
Electabuzz,1347,799,7
Outland Noctowl,1834,799,7
Outland Houndoom,1913,799,7
Dragapult,2313,799,7
Dragapult,2326,799,7
Vikavolt,2506,799,7
Rhydon,402,800,7
Diglett,1094,800,7
Diglett,1159,800,7
Outland Noctowl,1842,800,7
Dragapult,2383,800,7
Rhydon,422,801,7
Zubat,518,801,7
Zubat,541,801,7
Electabuzz,1305,801,7
Elekid,1330,801,7
Outland Houndoom,1934,801,7
Dragapult,2338,801,7
Dragapult,2389,801,7
Diglett,1148,802,7
Diglett,1154,802,7
Diglett,1171,802,7
Elekid,1341,802,7
Elekid,1355,802,7
Dragapult,2318,802,7
Dragapult,2349,802,7
Dragapult,2364,802,7
Zubat,534,804,7
Zubat,560,804,7
Zubat,566,804,7
Diglett,1099,804,7
Diglett,1112,804,7
Diglett,1145,804,7
Diglett,1165,804,7
Outland Noctowl,1829,804,7
Outland Noctowl,1841,804,7
Dragapult,2344,804,7
Rhyhorn,399,805,7
Diglett,1121,805,7
Diglett,1137,805,7
Pikachu,1245,805,7
Elekid,1312,805,7
Outland Noctowl,1836,805,7
Dragapult,2356,805,7
Rhydon,417,806,7
Venonat,944,806,7
Diglett,1107,806,7
Diglett,1127,806,7
Diglett,1156,806,7
Diglett,1178,806,7
Diglett,1149,807,7
Outland Donphan,1948,807,7
Dragapult,2361,807,7
Zubat,518,808,7
Venonat,918,808,7
Venonat,927,808,7
Venonat,937,808,7
Diglett,1117,808,7
Diglett,1142,808,7
Outland Noctowl,1835,808,7
Outland Houndoom,1931,808,7
Dragapult,2351,808,7
Diglett,1132,809,7
Zubat,524,810,7
Zubat,538,810,7
Venonat,908,810,7
Diglett,1124,810,7
Tyrogue,267,811,7
Zubat,571,811,7
Diglett,1114,811,7
Kakuna,1187,811,7
Pikachu,1251,811,7
Outland Donphan,1952,811,7
Rhydon,402,812,7
Zubat,559,812,7
Zubat,534,813,7
Oddish,582,813,7
Dragapult,2354,813,7
Dragapult,2359,813,7
Venonat,915,815,7
Kakuna,1102,815,7
Outland Donphan,1951,815,7
Zubat,530,816,7
Zubat,542,816,7
Zubat,555,816,7
Venonat,903,816,7
Pikachu,1245,816,7
Outland Donphan,1955,816,7
Tyrogue,267,817,7
Rhydon,407,817,7
Rhydon,414,817,7
Venomoth,924,818,7
Venonat,935,818,7
Outland Donphan,1941,818,7
Outland Donphan,1959,818,7
Zubat,549,819,7
Weedle,1114,819,7
Pikachu,1251,819,7
Golem,641,821,7
Venonat,904,821,7
Rhyhorn,419,822,7
Weedle,1174,822,7
Pichu,1244,823,7
Rhyhorn,409,824,7
Oddish,577,824,7
Graveler,621,824,7
Golem,636,824,7
Venonat,893,824,7
Pichu,1251,824,7
Tyrogue,246,825,7
Graveler,646,826,7
Oddish,592,827,7
Golem,629,827,7
Venonat,931,827,7
Weedle,1117,827,7
Kakuna,1187,827,7
Pikachu,1288,827,7
Outland Donphan,1925,827,7
Outland Donphan,1939,827,7
Kakuna,1106,828,7
Pikachu,1259,828,7
Pikachu,1270,828,7
Outland Donphan,1912,828,7
Golem,653,829,7
Venonat,862,829,7
Venonat,899,829,7
Magnemite,1247,829,7
Outland Donphan,1932,829,7
Tyrogue,233,830,7
Pidgey,514,830,7
Pikachu,1281,830,7
Outland Donphan,1972,830,7
Golem,621,831,7
Outland Donphan,1911,831,7
Outland Donphan,1970,831,7
Golem,629,832,7
Venonat,888,832,7
Outland Donphan,1919,832,7
Rhydon,411,833,7
Rhydon,418,833,7
Golem,646,833,7
Golem,658,833,7
Butterfree,784,833,7
Pikachu,1264,833,7
Outland Donphan,1891,833,7
Pidgey,525,834,7
Pichu,1253,834,7
Pikachu,1291,834,7
Outland Donphan,1906,834,7
Oddish,571,835,7
Venonat,867,835,7
Venonat,895,835,7
Pichu,1236,835,7
Voltorb,1245,835,7
Pikachu,1280,835,7
Oddish,536,836,7
Oddish,560,836,7
Golem,638,836,7
Voltorb,1207,836,7
Outland Donphan,1885,836,7
Outland Donphan,1969,836,7
Tyrogue,262,837,7
Oddish,550,837,7
Oddish,601,837,7
Voltorb,1221,837,7
Pikachu,1286,837,7
Outland Donphan,1889,837,7
Rhyhorn,409,838,7
Oddish,593,838,7
Graveler,630,838,7
Graveler,652,838,7
Outland Donphan,1902,838,7
Outland Donphan,1971,838,7
Rhydon,402,839,7
Oddish,582,839,7
Weedle,1105,839,7
Weedle,1175,839,7
Voltorb,1238,839,7
Voltorb,1258,839,7
Voltorb,1264,839,7
Outland Donphan,1896,839,7
Outland Donphan,1964,839,7
Venonat,887,840,7
Kakuna,1081,840,7
Kakuna,1093,840,7
Voltorb,1226,840,7
Voltorb,1270,840,7
Outland Donphan,1908,840,7
Tyrogue,229,841,7
Weedle,1113,841,7
Rhydon,415,842,7
Golem,637,843,7
Caterpie,783,843,7
Venonat,842,843,7
Venonat,870,843,7
Voltorb,1224,843,7
Voltorb,1236,843,7
Voltorb,1250,843,7
Outland Donphan,1891,843,7
Golbat,510,844,7
Golem,656,844,7
Butterfree,763,844,7
Outland Donphan,1885,844,7
Voltorb,1234,845,7
Voltorb,1257,845,7
Outland Donphan,1954,845,7
Voltorb,1242,846,7
Voltorb,1264,846,7
Outland Donphan,1963,846,7
Rhydon,400,847,7
Golbat,522,847,7
Venonat,807,847,7
Venonat,859,847,7
Kakuna,1044,847,7
Voltorb,1231,847,7
Voltorb,1270,847,7
Bewear,2516,847,7
Metapod,758,848,7
Bellsprout,1035,848,7
Voltorb,1237,848,7
Bewear,2473,848,7
Bewear,2511,848,7
Tyrogue,291,849,7
Pidgey,535,849,7
Oddish,597,849,7
Golem,652,849,7
Metapod,766,849,7
Venonat,829,849,7
Venonat,893,849,7
Venonat,901,849,7
Kakuna,1072,849,7
Outland Delibird,1809,849,7
Bewear,2522,849,7
Rhyhorn,415,850,7
Oddish,585,850,7
Graveler,639,850,7
Venonat,879,850,7
Weedle,1112,850,7
Voltorb,1225,850,7
Voltorb,1246,850,7
Voltorb,1263,850,7
Outland Donphan,1956,850,7
Outland Donphan,1961,850,7
Bewear,2481,850,7
Tyrogue,303,851,7
Rhyhorn,397,851,7
Weedle,1047,851,7
Weedle,1123,851,7
Voltorb,1234,851,7
Outland Delibird,1801,851,7
Outland Delibird,1813,851,7
Tyrogue,274,852,7
Golbat,557,852,7
Metapod,781,852,7
Venonat,817,852,7
Venonat,858,852,7
Kakuna,1086,852,7
Outland Donphan,1931,852,7
Bewear,2505,852,7
Kakuna,1101,853,7
Outland Donphan,1953,853,7
Bewear,2470,853,7
Bewear,2476,853,7
Bewear,2487,853,7
Bewear,2494,853,7
Golem,645,854,7
Caterpie,752,854,7
Venonat,846,854,7
Venonat,903,854,7
Weedle,1171,854,7
Electrode,1238,854,7
Voltorb,1243,854,7
Voltorb,1257,854,7
Voltorb,1263,854,7
Outland Donphan,1878,854,7
Bewear,2515,854,7
Golbat,567,855,7
Golem,634,855,7
Golem,653,855,7
Venonat,837,855,7
Weedle,1068,855,7
Kakuna,1133,855,7
Voltorb,1224,855,7
Outland Delibird,1802,855,7
Outland Donphan,1935,855,7
Bewear,2464,855,7
Bewear,2482,855,7
Bewear,2523,855,7
Tribal Feraligatr,2858,855,7
War Gyarados,2869,855,7
Metapod,766,856,7
Venonat,924,856,7
Voltorb,1250,856,7
Outland Delibird,1815,856,7
Bewear,2500,856,7
Bewear,2510,856,7
Golbat,509,857,7
Zubat,546,857,7
Venonat,807,857,7
Weedle,1197,857,7
Voltorb,1229,857,7
Voltorb,1236,857,7
Outland Donphan,1881,857,7
Outland Donphan,1946,857,7
Bewear,2489,857,7
Rhydon,425,858,7
Zubat,519,858,7
Golem,629,858,7
Golem,640,858,7
Venonat,827,858,7
Bellsprout,1030,858,7
Kakuna,1054,858,7
Outland Donphan,1938,858,7
Rhydon,401,859,7
Metapod,746,859,7
Kakuna,1071,859,7
Outland Delibird,1805,859,7
Outland Ampharos,1988,859,7
Outland Ampharos,1993,859,7
Bewear,2504,859,7
Bewear,2519,859,7
Rhydon,431,860,7
Pidgey,533,860,7
Caterpie,778,860,7
Venomoth,816,860,7
Venonat,909,860,7
Bellsprout,1041,860,7
Kakuna,1077,860,7
Outland Delibird,1812,860,7
Outland Donphan,1872,860,7
Outland Ampharos,1977,860,7
Outland Ampharos,1981,860,7
Outland Ampharos,2005,860,7
Bewear,2495,860,7
Pidgey,595,861,7
Caterpie,763,861,7
Venonat,916,861,7
Kakuna,1051,861,7
Bewear,2468,861,7
Rhydon,405,862,7
Rhydon,421,862,7
Graveler,634,862,7
Golem,654,862,7
Metapod,754,862,7
Weedle,1141,862,7
Outland Donphan,1948,862,7
Outland Ampharos,2011,862,7
Bewear,2523,862,7
Kakuna,1066,863,7
Outland Ampharos,1977,863,7
Pidgey,495,864,7
Caterpie,735,864,7
Venonat,837,864,7
Outland Delibird,1814,864,7
Outland Donphan,1940,864,7
Outland Ampharos,2006,864,7
Pidgey,482,865,7
Tangela,608,865,7
Golem,642,865,7
Caterpie,747,865,7
Outland Delibird,1786,865,7
Outland Delibird,1791,865,7
Outland Donphan,1874,865,7
Outland Donphan,1880,865,7
Outland Ampharos,1985,865,7
Outland Ampharos,1990,865,7
Outland Ampharos,1993,865,7
Rhydon,427,866,7
Golbat,570,866,7
Weedle,1157,866,7
Weedle,1211,866,7
Outland Delibird,1796,866,7
Outland Ampharos,1981,866,7
Bewear,2466,866,7
Bewear,2519,866,7
Tribal Feraligatr,2849,866,7
Tribal Feraligatr,2860,866,7
Tribal Feraligatr,2871,866,7
Zubat,547,867,7
Graveler,649,867,7
Weedle,1169,867,7
Weedle,1248,867,7
Outland Ampharos,2008,867,7
Tyrogue,263,868,7
Rhydon,410,868,7
Rhyhorn,416,868,7
Caterpie,787,868,7
Outland Donphan,1940,868,7
Outland Donphan,1946,868,7
Bewear,2524,868,7
Bellsprout,1028,869,7
Outland Delibird,1815,869,7
Outland Donphan,1881,869,7
Outland Ampharos,1984,869,7
Pidgey,525,870,7
Golbat,558,870,7
Gloom,910,870,7
Bewear,2471,870,7
Pidgey,501,871,7
Metapod,734,871,7
Venonat,845,871,7
Weepinbell,1059,871,7
Weedle,1148,871,7
Weedle,1196,871,7
Tyrogue,248,872,7
Outland Delibird,1783,872,7
Outland Ampharos,2009,872,7
Bewear,2519,872,7
Pidgey,469,873,7
Pidgeotto,513,873,7
Pidgey,593,873,7
Metapod,740,873,7
Butterfree,791,873,7
Gloom,894,873,7
Weedle,1221,873,7
Weedle,1234,873,7
Weedle,1270,873,7
Outland Delibird,1797,873,7
Outland Donphan,1938,873,7
Metapod,725,874,7
Venonat,853,874,7
Outland Donphan,1878,874,7
Bewear,2469,874,7
Gloom,879,875,7
Geodude,1104,875,7
Weedle,1256,875,7
Outland Delibird,1817,875,7
Outland Ampharos,1984,875,7
Outland Ampharos,2008,875,7
Oddish,847,876,7
Bellsprout,1017,876,7
Outland Delibird,1798,876,7
Outland Delibird,1821,876,7
Bewear,2477,876,7
Bewear,2522,876,7
Weedle,1160,877,7
Weedle,1186,877,7
Weedle,1209,877,7
Weedle,1243,877,7
Weedle,1265,877,7
Outland Delibird,1813,877,7
Tribal Feraligatr,2852,877,7
Tribal Feraligatr,2874,877,7
Tribal Feraligatr,2883,877,7
Tangela,444,878,7
Pidgey,536,878,7
Butterfree,732,878,7
Outland Delibird,1785,878,7
Outland Donphan,1880,878,7
Oddish,923,879,7
Geodude,1099,879,7
Geodude,1107,879,7
Weedle,1175,879,7
Outland Donphan,1929,879,7
Outland Ampharos,1987,879,7
Outland Ampharos,1999,879,7
Bewear,2517,879,7
Golbat,483,880,7
Tangela,608,880,7
Graveler,1094,880,7
Outland Delibird,1795,880,7
Outland Delibird,1811,880,7
Outland Delibird,1825,880,7
Outland Delibird,1844,880,7
Outland Ampharos,1972,880,7
Outland Ampharos,1993,880,7
Bewear,2472,880,7
Bellsprout,1005,881,7
Bellsprout,1027,881,7
Weepinbell,1061,881,7
Outland Delibird,1790,881,7
Outland Delibird,1817,881,7
Outland Delibird,1848,881,7
Outland Donphan,1877,881,7
Outland Donphan,1915,881,7
Outland Ampharos,1977,881,7
Outland Ampharos,1983,881,7
Outland Ampharos,1990,881,7
Outland Ampharos,2008,881,7
Bewear,2480,881,7
Bewear,2513,881,7
Tangela,435,882,7
Tangela,456,882,7
Pidgeotto,524,882,7
Outland Delibird,1839,882,7
Bewear,2522,882,7
Tangela,429,883,7
Geodude,1103,883,7
Geodude,1122,883,7
Outland Donphan,1881,883,7
Outland Donphan,1921,883,7
Outland Ampharos,1995,883,7
Bewear,2508,883,7
Tangela,443,884,7
Pidgey,563,884,7
Bellsprout,1050,884,7
Outland Delibird,1851,884,7
Outland Ampharos,1969,884,7
Outland Ampharos,1999,884,7
Gloom,865,885,7
Weepinbell,1038,885,7
Geodude,1097,885,7
Outland Delibird,1823,885,7
Bewear,2476,885,7
Tangela,409,886,7
Golbat,503,886,7
Bellsprout,1014,886,7
Graveler,1113,886,7
Outland Delibird,1815,886,7
Outland Donphan,1877,886,7
Outland Donphan,1925,886,7
Outland Donphan,1931,886,7
Bewear,2501,886,7
Tangela,399,887,7
Pidgeotto,550,887,7
Pidgey,578,887,7
Snorlax,962,887,7
Gloom,994,887,7
Geodude,1118,887,7
Weedle,1168,887,7
Outland Ampharos,1976,887,7
Outland Ampharos,1994,887,7
Bewear,2484,887,7
Bewear,2511,887,7
Bewear,2518,887,7
Tangela,593,888,7
Oddish,926,888,7
Geodude,1091,888,7
Outland Delibird,1795,888,7
Outland Delibird,1819,888,7
Outland Delibird,1839,888,7
Outland Donphan,1913,888,7
Outland Ampharos,1972,888,7
Outland Ampharos,1982,888,7
Outland Ampharos,1988,888,7
Tribal Feraligatr,2834,888,7
War Gyarados,2845,888,7
Tribal Feraligatr,2856,888,7
Tribal Feraligatr,2867,888,7
Tribal Feraligatr,2913,888,7
Tribal Feraligatr,2924,888,7
Tribal Feraligatr,2935,888,7
War Gyarados,2946,888,7
Tangela,415,889,7
Tangela,422,889,7
Oddish,935,889,7
Weedle,1238,889,7
Outland Delibird,1849,889,7
Outland Donphan,1905,889,7
Bewear,2491,889,7
Bewear,2506,889,7
Tribal Feraligatr,2957,889,7
Tangela,461,890,7
Weepinbell,1026,890,7
Bellsprout,1062,890,7
Outland Donphan,1878,890,7
Outland Donphan,1919,890,7
Bewear,2497,890,7
Geodude,1124,891,7
Bewear,2482,891,7
Geodude,1087,892,7
Geodude,1129,892,7
Outland Delibird,1839,892,7
Outland Delibird,1847,892,7
Outland Ampharos,1992,892,7
Tangela,406,893,7
Golbat,483,893,7
Geodude,1118,893,7
Geodude,1142,893,7
Outland Donphan,1879,893,7
Outland Donphan,1894,893,7
Outland Ampharos,1970,893,7
Bewear,2488,893,7
Bewear,2502,893,7
Tangela,397,894,7
Geodude,1136,894,7
Weedle,1179,894,7
Outland Delibird,1820,894,7
Geodude,1113,895,7
Geodude,1089,896,7
Weedle,1197,896,7
Outland Delibird,1795,896,7
Outland Ampharos,1992,896,7
Tangela,462,897,7
Pidgey,519,897,7
Weepinbell,1034,897,7
Geodude,1122,897,7
Graveler,1145,897,7
Geodude,1152,897,7
Outland Delibird,1799,897,7
Outland Donphan,1883,897,7
Outland Donphan,1887,897,7
Outland Donphan,1895,897,7
Bewear,2495,897,7
Golbat,496,898,7
Weedle,1192,898,7
Geodude,1094,899,7
Geodude,1116,899,7
Geodude,1139,899,7
Gastly,1235,899,7
Outland Donphan,1897,899,7
Outland Ampharos,1955,899,7
Outland Ampharos,1962,899,7
Outland Ampharos,1967,899,7
